,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.014402434,0.011392277,0.017527316,0.013653513,0.020556075,0.016491435,0.024941657,0.014710381,0.02647434,0.0130604785,0.021999333,0.013013644,0.02397954,0.018903023,0.017040541,0.011511289,0.02709436,0.01809369,0.0,0.01523032,0.028352764,0.0091935815,0.016995016,0.014685322,0.026669128,0.01737987,0.01682573,0.020464508,0.023087334,0.020992922,0.018908,0.021733401,0.016305493,0.016094362,0.019191502,0.018077085,0.027928522,0.026854293,0.018351508,0.014471554,0.015354323,0.0117838085,0.012602181,0.029379208,0.01444332,0.02881943,0.010412623,0.027236013,0.015418744,0.030470017,0.01944408,0.015802462,0.020546315,0.023251336,0.014378843,0.0,0.018242933,0.015974827,0.022397986,0.029714912,0.022613363,0.027889166,0.029203491,0.020328445,0.019147087,0.011472008,0.020597426,0.021446833,0.023982676,0.0,0.02828233,0.006422209,0.021218738,0.037936784,0.023716832,0.019060005,0.024645511,0.020485543,0.024049168,0.016024861,0.013180876,0.01776412,0.016922962,0.02152301,0.028038124,0.016604632,0.022685066,0.017765494,0.012902362,0.006706259,0.025402855,0.01484064,0.031815972,0.017049091,0.030513983,0.02398422,0.015435165,0.01567792,0.02416859,0.017129498,0.0153445415,0.014712099,0.019605441,0.020612907,0.019169632,0.02020123,0.028912555,0.0,0.01730859,0.026268672,0.01652156,0.029259138,0.0065607163,0.022807458,0.014041224,0.014437402,0.016924402,0.024252852,0.011655327,0.01833717,0.026073413,0.0175395,0.01963582,0.017691882,0.020013463,0.01883897,0.025222244,0.02128192
1,0.045357365,0.083148606,0.100556776,0.07845842,0.10066,0.03737695,0.07434216,0.07639438,0.032544933,0.050353814,0.097001165,0.07766524,0.05767751,0.065228865,0.05255139,0.047097713,0.07598386,0.0,0.0,0.08290375,0.05945139,0.060536984,0.06988522,0.078068525,0.08289092,0.10318843,0.06286657,0.07397719,0.09458392,0.06869178,0.115230724,0.103344,0.07514598,0.08836127,0.0,0.062221568,0.08567314,0.10225456,0.05360041,0.07123331,0.06269061,0.0,0.075589016,0.1026641,0.022150777,0.04257302,0.091459766,0.075123906,0.06516638,0.0914456,0.07539099,0.0,0.07584566,0.0,0.0028724845,0.0,0.08513434,0.07418656,0.07255127,0.087725095,0.04105509,0.050516468,0.0,0.06491827,0.0,0.069055304,0.077837035,0.062181592,0.11135532,0.06257076,0.065775104,0.052571423,0.074887015,0.055501353,0.047742788,0.06766469,0.080140084,0.06907771,0.08186657,0.08613679,0.0,0.07688204,0.08769797,0.074077435,0.069877386,0.06820192,0.059050687,0.045568466,0.08424581,0.09869384,0.09143806,0.07608407,0.046767455,0.013688306,0.023595905,0.08763747,0.09674865,0.11080004,0.046075717,0.0913807,0.048614245,0.06501236,0.086331345,0.010197518,0.0690713,0.065360084,0.0650471,0.045281027,0.061778627,0.0970845,0.0,0.040444493,0.081228554,0.08359844,0.05648957,0.070758045,0.0,0.094019994,0.05090968,0.052783687,0.0,0.09228143,0.040183477,0.04141195,0.081741005,0.06439879,0.084962726,0.07691454
2,0.027783502,0.022277905,0.0068914257,0.0,0.030020395,0.02558336,0.027757123,0.0066084918,0.021751473,0.041355785,0.0067208405,0.012929132,0.017345607,0.020169085,0.019857936,0.0,0.010666716,0.0,0.0,0.0,0.0,0.018274339,0.028048119,0.0321239,0.023470983,0.028446667,0.014505768,0.001114411,0.022170033,0.026072182,0.013120853,0.010640403,0.01808904,0.015637252,0.015036377,0.008091795,0.0,0.025120704,0.016955877,0.020258777,0.0079215905,0.017013889,0.014111526,0.010795263,0.023920424,0.0,0.010236121,0.027429933,0.02977432,0.022069398,0.021715026,0.014776069,0.01743064,0.0016675591,0.014872346,0.02655961,0.029001996,0.0,0.018333169,0.019714868,0.028965306,0.010063996,0.01243779,0.022803346,0.021817813,0.009724199,0.014359723,0.025490057,0.018034099,0.008071922,0.009070362,0.022921832,0.009097863,0.024337752,0.023982946,0.0,0.016172336,0.01796968,0.021588814,0.012907625,0.0062015946,0.030100388,0.026223114,0.006407242,0.020463241,0.01559034,0.004630174,0.0119862985,0.004726508,0.031434044,0.027959516,0.022553071,0.011739538,0.029902,0.023478266,0.015119674,0.02981626,0.022932429,0.0,0.031609736,0.03565302,0.023981687,0.0057022814,0.015613336,0.009389136,0.0118111875,0.03637589,0.018607944,0.025166804,0.030007076,0.021555798,0.0137435375,0.017576834,0.023235265,0.024076518,0.011642919,0.01775401,0.0068467665,0.025680222,0.018445423,0.012318155,0.022182211,0.013278944,0.015711876,0.012046656,0.006547913,0.029811336,0.023357164
3,0.0,0.044966616,0.0,0.0,0.0,0.0,0.0026724143,0.03664982,0.0,0.01644083,0.04135311,0.0,0.0,0.0,0.047849875,0.0,0.007908036,0.027544344,0.0,0.0,0.068654485,0.057972815,0.0,0.04796531,0.065985985,0.053678475,0.052565362,0.048423875,0.0,0.078479186,0.0,0.043835733,0.06309781,0.0,0.04338817,0.04877173,0.0,0.025146777,0.0,0.06792112,0.0,0.0032867882,0.0061623184,0.03687942,0.0,0.0,0.04021808,0.019968312,0.0,0.013528165,0.02252255,0.05320846,0.030609101,0.0,0.029006995,0.0711662,0.05836335,0.0,0.0,0.055888392,0.052465457,0.0,0.054763425,0.0,0.05057293,0.0,0.0069183516,0.032069836,0.059818525,0.04689035,0.05532211,0.03670707,0.0,0.0,0.031644553,0.058890253,0.0,0.027539339,0.06146456,0.059955936,0.075440586,0.06767784,0.038143307,0.017325489,0.0,0.07165879,0.058065753,0.023497961,0.0,0.019986764,0.0,0.0,0.030431526,0.069595136,0.082022555,0.044531494,0.0,0.027794471,0.0,0.07644218,0.060770575,0.017202219,0.04392586,0.0,0.041668463,0.059015557,0.0076002693,0.046466816,0.0054868464,0.06495759,0.034077566,0.0,0.07007142,0.03986678,0.035111755,0.0,0.0,0.050504416,0.0,0.052978314,0.0,0.06473736,0.0,0.038910374,0.066308215,0.05646752,0.030575246,0.0
4,0.0,0.013333262,0.010778882,0.00976181,0.005239166,0.010070555,0.0062214946,0.017777806,0.0,0.02315144,0.01174251,0.0,0.0,0.026973527,0.022809332,0.014068633,0.012304182,0.0,0.010448629,0.014964528,0.0053627486,0.023366325,0.0,0.012816623,0.01315938,0.0,0.012585283,0.022046274,0.0,0.028196547,0.018884076,0.007302602,0.018478142,0.033384718,0.032968447,0.0065326598,0.009078532,0.022416988,0.024387393,0.01874162,0.010342853,0.02738894,0.033671968,0.021277191,0.02608984,0.017017245,0.0074042627,0.016619777,0.012558051,0.0220898,0.008759507,0.026944805,0.009788747,0.02253323,0.013484152,0.0116285235,0.017825287,0.008916934,0.017984517,0.037406106,0.003332211,0.0,0.0,0.0,0.026943587,0.022456773,0.0072211334,0.015556371,0.025476474,0.033720262,0.014411653,0.016496012,0.0,0.0,0.018235264,0.022366049,0.0,0.019651402,0.022667797,0.0,0.0009202014,0.024376068,0.029256685,0.02003532,0.011943672,0.02173057,0.022517987,0.0018449523,0.0,0.027882287,0.02492839,0.006656206,0.016789464,0.0034494668,0.010728399,0.019356653,0.030531803,0.031749994,0.0,0.0079750065,0.0147504145,0.028056948,0.007869318,0.0044730464,0.036073048,0.018577429,0.02545782,0.008163943,0.01698579,0.012620543,0.0,0.036969777,0.012195451,0.023776427,0.019046616,0.031533603,0.021748917,0.021499896,0.021480761,0.023916839,0.020635167,0.024396554,0.008003329,0.0135133965,0.0042584655,0.039168783,0.012775485,0.02370428
5,0.040658236,0.06094762,0.039165854,0.0,0.0,0.027694516,0.04980306,0.0,0.0,0.0,0.06737424,0.0,0.0,0.0,0.040508885,0.0,0.0,0.024519794,0.0,0.0,0.031622786,0.003138911,0.0,0.0,0.042527933,0.03401277,0.0,0.06948239,0.0,0.0,0.05396186,0.042547137,0.059268072,0.0,0.06611363,0.023165463,0.0,0.04319974,0.0,0.0,0.0,0.052095428,0.0,0.06250143,0.0,0.0,0.03552494,0.015875777,0.0,0.0,0.0,0.030993573,0.023763606,0.0,0.05859587,0.017498989,0.027554395,0.0,0.011374681,0.0,0.06916366,0.0,0.06842333,0.0,0.0,0.018701645,0.0,0.0,0.0,0.053550024,0.0,0.07393528,0.06650859,0.0,0.05621178,0.0,0.0,0.0,0.072063856,0.0117770815,0.0,0.074309915,0.0,0.03732182,0.0,0.025323365,0.034814958,0.022727191,0.07836762,0.0,0.0,0.0,0.05019503,0.06346205,0.05609323,0.046724897,0.05436601,0.025084965,0.04914073,0.066590115,0.019272005,0.0,0.0,0.0,0.0,0.07143855,0.0,0.0,0.0,0.048822645,0.062170874,0.0,0.0,0.0,0.0,0.022627417,0.057816382,0.07516541,0.0,0.052624114,0.0,0.043942567,0.07423185,0.0,0.024871716,0.0,0.026355479,0.040608793
6,0.011535796,0.0,0.013240104,0.0021425458,0.0074171163,0.026507568,0.01893058,0.025710244,0.014264006,0.012222673,0.026876137,0.011827633,0.024534797,0.0,0.0,0.0,0.0034552529,0.0,0.008150523,0.02183205,0.022612382,0.010892416,0.015674671,0.0,0.018927319,0.010473311,0.023435993,0.021242939,0.0,0.01947516,0.02378988,0.01724713,0.0055722217,0.0,0.0,0.0,0.016197113,0.0,0.0,0.01570209,0.034632396,0.0,0.016186861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015357166,0.0119849825,0.0,0.0066138385,0.02491851,0.016405623,0.0,0.0067676306,0.015214601,0.010888424,0.018458208,0.0,0.023626592,0.0,0.0,0.020771164,0.02944542,0.0,0.0,0.01040052,0.0,0.00061808724,0.0020426544,0.004630533,0.011210529,0.008777411,0.022486378,0.0,0.008909395,0.0010079741,0.0009340214,0.01872613,0.0130240405,0.0,0.015586047,0.0,0.0,0.0,0.010143517,0.015534329,0.0,0.014174251,0.0,0.0,0.007856668,0.0,0.0,0.0,0.02593478,0.0007566032,0.017525947,0.0,0.029931916,0.0,0.010731691,0.0,0.02464932,0.012492601,0.0,0.02618644,0.022076773,0.0,0.008710606,0.0005991946,0.009534543,0.017945772,0.01916806,0.021866832,0.010622397,0.012061896,0.023742763,0.0,0.008897449,0.008358041,0.0252836,0.014531651,0.008274545
7,0.034689054,0.05146317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054023884,0.0,0.0,0.0,0.0,0.0,0.0,0.049801443,0.039366197,0.047593653,0.047234762,0.0,0.0,0.08596502,0.0,0.0,0.0,0.0,0.0029311315,0.0,0.0,0.0,0.0,0.0,0.04885512,0.0,0.032145787,0.0,0.0,0.0,0.09058911,0.0,0.0,0.06836372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046050858,0.04602623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050525116,0.0,0.0,0.0,0.0,0.072594896,0.0,0.011647573,0.0,0.017326517,0.02683645,0.06416286,0.0,0.023249887,0.0,0.0,0.017718099,0.0,0.08113587,0.044553924,0.0,0.0,0.0,0.029573448,0.0,0.076755285,0.0,0.0,0.05384331,0.0,0.074952826,0.0,0.0,0.045126665,0.0,0.0,0.0,0.0,0.0,0.0,0.055231106,0.056456603,0.0,0.0016465617,0.057044838,0.0,0.0,0.0929222,0.0,0.0,0.031538546,0.0,0.030119907,0.03932254,0.0,0.0,0.0,0.0,0.0
8,0.0047909566,0.031959694,0.0,0.00997275,0.0071274615,0.0,0.0005836325,0.0,0.0,0.017003655,0.0077354154,0.015064473,0.0,0.0,0.0031354842,0.0,0.0,0.0,0.0,0.012346741,0.007242617,0.008211858,0.022450315,0.004223307,0.0,0.0,0.0,0.0074703386,0.017297935,0.0,0.004507764,0.0,0.027812438,0.0,0.016507141,0.002127558,0.0,0.0,0.0,0.017969675,0.01542865,0.0,0.028645156,0.0,0.0048380536,0.0094372155,0.017837206,0.0,0.0,0.014169648,0.0,0.023045275,0.0,0.0,0.0036354652,0.0,0.006387094,0.025237475,0.02344519,0.0,0.019557865,0.0,0.011975697,0.018221598,0.01410365,0.011187346,0.014727268,0.0,0.0,0.0,0.0,0.010643743,0.010730324,0.008584165,0.0,0.0,0.021363819,0.0,0.016268956,0.008003778,0.0041948413,0.0,0.014517781,0.0,0.0,0.0,0.0,0.023502015,0.027093679,0.0,0.023693277,0.009353714,0.0,0.0,0.0,0.0,0.014090951,0.025625592,0.0,0.0,0.016819896,0.0,0.015090275,0.020404879,0.0,0.012966853,0.0,0.02237925,0.012916543,0.0,0.023178611,0.0059865983,0.011823911,0.0,0.006492517,0.0,0.019796839,0.0,0.0,0.0012723343,0.0,0.022303268,0.0,0.004824891,0.022663934,0.022967923,0.022366017,0.0027986648
9,0.0,0.023551326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07338936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02318189,0.06334096,0.0,0.0,0.0,0.0,0.080513656,0.0,0.0,0.051179156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100459054,0.0,0.0,0.035970617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092278406,0.04424011,0.0,0.0,0.0,0.0,0.050574683,0.0,0.0263015,0.0,0.0,0.021480663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057468574,0.050202012,0.06109729,0.0,0.0,0.0,0.0,0.00052177685,0.0,0.05431368,0.0,0.0,0.0,0.0,0.0876947,0.0,0.0,0.0,0.0,0.0,0.0,0.09467042,0.021713525,0.0,0.0,0.0,0.0,0.0,0.04870059,0.0,0.0,0.0,0.020859137,0.0,0.0,0.0,0.0,0.0,0.022631329,0.0
10,0.0,0.0,0.00764168,0.014429019,0.01920852,0.0,0.0,0.0,0.0,0.016570095,0.0015868791,0.0,0.0,0.0,0.021653816,0.0,0.013609479,0.0,0.011336726,0.0012215154,0.0,0.0,0.009768337,0.012264138,0.0,0.019666582,0.0,2.8437964e-05,0.00851002,0.004099542,0.0,0.018818196,0.0,0.0,0.0,0.021838903,0.0,0.0046137627,0.0,0.0036430205,0.0,0.017823553,0.018145597,0.0,0.0,0.006191699,0.020176727,0.0,0.0057822797,0.015351576,0.012172365,0.0,0.0,0.0,0.024484219,0.0,0.0,0.020579826,0.0,0.0,0.004822275,0.0,0.017439552,0.0,0.0,0.0,0.010184355,0.0,0.007819778,0.008970143,0.017389193,0.02016487,0.0,0.0042689587,0.010886287,0.0,0.0,0.0,0.0,0.0,0.0,0.011221281,0.012468099,0.016791949,0.0,0.0,0.0,0.0,0.0,0.0,0.0054959147,0.0075405296,0.021546427,0.0,0.02660393,0.026479926,0.0,0.012368692,0.025465151,0.012267805,0.010041924,0.0,0.0,0.0,0.0012018943,0.012234489,0.0,0.0,0.0,0.0,0.023036,0.01494004,0.0,0.027336001,0.015556262,0.0,0.0,0.0,0.01085496,0.007802825,0.004455573,0.017826242,0.015049132,0.0,0.0,0.0,0.0,0.01826533
11,0.0,0.07648178,0.0,0.0,0.0,0.0,0.0,0.0,0.07986385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08633011,0.0,0.0,0.050966915,0.0,0.0,0.03739383,0.0,0.0,0.024670387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08837938,0.0,0.0,0.0,0.0,0.0,0.0,0.057494197,0.0,0.0,0.0,0.0,0.04696088,0.03335153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041982043,0.0,0.0,0.0,0.0,0.0,0.0,0.010717041,0.0,0.0,0.07232107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07491867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05023018,0.0,0.0,0.0,0.0,0.029812133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008415286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421398,0.0,0.0,0.0,0.0,0.0,0.0,0.090516694,0.0
12,0.0,0.0,0.024266582,0.018123336,0.0,0.012766264,0.0043034293,0.015640253,0.01285718,0.020413656,0.0,0.0,0.0,0.0,0.028975703,0.011970329,0.02420322,0.0013922217,0.01330462,0.0,0.0,0.0018854536,0.0,0.0,0.0024733548,0.024556879,0.0,0.010191717,0.016821064,0.0,0.011200679,0.0,0.011804935,0.0,0.0,0.0,0.0,0.011566074,0.018494658,0.022697352,0.016360534,0.010577437,0.0,0.0,0.0,0.018946607,0.013600637,0.0,0.028467853,0.0,0.0,0.0,0.0,0.026291074,0.0,0.0,0.0029716976,0.011121712,0.0,0.0,0.0,0.0,0.0,0.026200013,0.0,0.0,0.005337868,0.0064558317,0.0,0.0,0.002664837,0.0,0.0,0.014407763,0.0,0.0,0.0,0.0,0.022958668,0.0,0.0207991,0.0,0.0056230137,0.018235657,0.0,0.016972046,0.017895425,0.011817816,0.0,0.0,0.0,0.0,0.0,0.017364366,0.0228009,0.0,0.020567615,0.010834398,0.0,0.0,0.020704048,0.016427962,0.0,0.0026593937,0.014800812,0.027684959,0.0,0.0,0.023294572,0.0193945,0.01714041,0.012869588,0.0,0.0,0.023547035,0.0,0.0,0.0,0.0,0.0,0.04546758,0.0,0.0,0.0,0.024662223,0.0,0.011185627,0.005243688
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031149792,0.0,0.0,0.0,0.0,0.0,0.07032117,0.054621648,0.0,0.0,0.0,0.0,0.047736563,0.05311745,0.0,0.0,0.0,0.0,0.033255387,0.0,0.0,0.044633716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059997346,0.0,0.0,0.0,0.050056215,0.0,0.0,0.08809727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029512946,0.0,0.0,0.0,0.0,0.0,0.0,0.07494508,0.0,0.0,0.055104367,0.0,0.034328617,0.0,0.0,0.0,0.0,0.0,0.0,0.03511221,0.02672304,0.0,0.047525078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05436793,0.089081176,0.0,0.0,0.0,0.00667508,0.0050407634,0.0,0.051494833,0.047730163,0.0,0.06994686,0.0,0.0,0.0,0.0,0.0,0.06039481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.025952132,0.019304767,0.024992116,0.023932796,0.0,0.018216254,0.01861123,0.0,0.00886516,0.0,0.0,0.0,0.023846237,0.0,0.01122188,0.0,0.0,0.0,0.0,0.0,0.009181982,0.0,0.0,0.016896108,0.0,0.0,0.0,0.0,0.0,0.0128714405,0.0,0.0098759085,0.0,0.0072496473,0.0,0.031222807,0.0,0.025174158,0.0028384652,0.0,0.023146557,0.0,0.0,0.0,0.015560056,0.0,0.0,0.019294938,0.01886821,0.026770087,0.0,0.0151905315,0.020231487,0.0331288,0.014075101,0.030482613,0.013499346,0.015762843,0.021277644,0.020233398,0.017723126,0.011181892,0.02181893,0.0,0.0,0.023071488,0.0,0.015436264,0.021919709,0.018400794,0.024260111,0.0,0.017203134,0.033224907,0.020081041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006699108,0.011295599,0.0,0.0,0.024563259,0.016770808,0.014390925,0.011010694,0.01867549,0.0,0.0,0.0,0.0,0.0,0.0,0.0153171895,0.0,0.0,0.0,0.0,0.011416734,0.0066646067,0.026353884,0.0,0.018180761,0.0,0.0,0.015242189,0.0,0.011210745,0.0088312505,0.0,0.0,0.0,0.009572099,0.011522602,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08896949,0.0,0.0,0.0,0.0,0.0,0.05881839,0.10544848,0.0,0.0,0.0,0.0,0.0,0.0798854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068990655,0.0,0.0,0.0,0.0,0.0,0.0,0.0583222,0.0,0.06856593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081041984,0.0,0.0,0.072268896,0.0,0.0,0.0,0.076676704,0.0,0.0,0.0,0.0,0.031550054,0.094582304,0.0,0.0,0.0,0.0,0.0,0.0742219,0.02735558,0.04484193,0.056654878,0.0,0.0,0.0,0.0,0.051278785,0.0,0.0,0.0,0.0,0.0,0.0,0.11538913,0.0,0.0,0.0,0.077203006,0.0,0.0,0.068163365,0.011586496,0.0,0.08496205,0.0,0.0,0.0,0.0,0.0,0.059990115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.028696444,0.0,0.0,0.039803922,0.0,0.0,0.0,0.0,0.0,0.018348614,0.0,0.0,0.0,0.0,0.0,0.021073109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027690098,0.0,0.030282889,0.019503243,0.028677624,0.0,0.029277742,0.024536006,0.0,0.029449983,0.0,0.027521206,0.0,0.020850362,0.0,0.0,0.028028967,0.0,0.033403486,0.0,0.0,0.020323694,0.0,0.0252454,0.031514224,0.0,0.0,0.028186016,0.0,0.030916715,0.0,0.023574859,0.0,0.019972365,0.0,0.0,0.0,0.0,0.023644079,0.02900112,0.0,0.0064320215,0.03199783,0.0,0.0,0.0,0.0,0.03455696,0.031313017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020019667,0.025687858,0.004643695,0.014942391,0.0,0.033260103,0.0,0.020519337,0.0,0.0,0.0,0.03363344,0.0,0.0,0.03517917,0.0,0.022976393,0.0,0.0,0.0,0.0,0.0,0.0,0.0012883733,0.0,0.0,0.0,0.021412296,0.0,0.0,0.0,0.0,0.0,0.0,0.031146275,0.0,0.015895575,0.0,0.0,0.020576805,0.02070244
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2216759,0.0,0.0,0.0,0.0,0.0,0.61560506,1.1733891,0.0,0.0,0.0,0.0,0.0,1.1576214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2683558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35568708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64601135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2358322,0.0,0.0,0.123137936,0.0,0.0,0.0,1.2617885,0.0,0.0,0.0,0.0,0.0,0.94346905,0.0,0.0,0.0,0.0,0.0,1.2516557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2518637,0.0,0.0,1.1592655,0.0,0.0,1.2358717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
